"","date","county","state","cases","deaths","cs","casemax","deathmax","n","firstday","chard","hard","ndate","CasePctIncrease","dcases"
"168",2020-03-27,"Montgomery","Alabama",18,0,"Montgomery   Alabama",2326,62,90,2020-03-13,NA,2020-04-03,18348,5.55555555555556,0.174897335951007
"169",2020-03-28,"Montgomery","Alabama",18,0,"Montgomery   Alabama",2326,62,90,2020-03-13,NA,2020-04-03,18349,0,1.96257625420319
"170",2020-03-29,"Montgomery","Alabama",22,0,"Montgomery   Alabama",2326,62,90,2020-03-13,NA,2020-04-03,18350,18.1818181818182,0.673239222504533
"171",2020-03-30,"Montgomery","Alabama",29,0,"Montgomery   Alabama",2326,62,90,2020-03-13,NA,2020-04-03,18351,24.1379310344828,-0.0188214926534079
"172",2020-03-31,"Montgomery","Alabama",31,1,"Montgomery   Alabama",2326,62,90,2020-03-13,NA,2020-04-03,18352,6.45161290322581,1.70733766902946
"173",2020-04-01,"Montgomery","Alabama",35,1,"Montgomery   Alabama",2326,62,90,2020-03-13,NA,2020-04-03,18353,11.4285714285714,3.99836800136166
"174",2020-04-02,"Montgomery","Alabama",46,1,"Montgomery   Alabama",2326,62,90,2020-03-13,NA,2020-04-03,18354,23.9130434782609,1.14908738065215
"175",2020-04-03,"Montgomery","Alabama",61,1,"Montgomery   Alabama",2326,62,90,2020-03-13,NA,2020-04-03,18355,24.5901639344262,-3.54185262618418
"176",2020-04-04,"Montgomery","Alabama",63,1,"Montgomery   Alabama",2326,62,90,2020-03-13,NA,2020-04-03,18356,3.17460317460317,-3.58962149469312
"177",2020-04-05,"Montgomery","Alabama",71,1,"Montgomery   Alabama",2326,62,90,2020-03-13,NA,2020-04-03,18357,11.2676056338028,-1.51322239102632
"178",2020-04-06,"Montgomery","Alabama",71,1,"Montgomery   Alabama",2326,62,90,2020-03-13,NA,2020-04-03,18358,0,1.16186566034277
"179",2020-04-07,"Montgomery","Alabama",74,1,"Montgomery   Alabama",2326,62,90,2020-03-13,NA,2020-04-03,18359,4.05405405405405,2.12430510053159
"180",2020-04-08,"Montgomery","Alabama",81,2,"Montgomery   Alabama",2326,62,90,2020-03-13,NA,2020-04-03,18360,8.64197530864197,0.588237395131034
"181",2020-04-09,"Montgomery","Alabama",90,3,"Montgomery   Alabama",2326,62,90,2020-03-13,NA,2020-04-03,18361,10,0.652021427598319
"182",2020-04-10,"Montgomery","Alabama",92,4,"Montgomery   Alabama",2326,62,90,2020-03-13,NA,2020-04-03,18362,2.17391304347826,4.22449375665654
"183",2020-04-11,"Montgomery","Alabama",106,4,"Montgomery   Alabama",2326,62,90,2020-03-13,NA,2020-04-03,18363,13.2075471698113,6.31756520760987
"184",2020-04-12,"Montgomery","Alabama",120,4,"Montgomery   Alabama",2326,62,90,2020-03-13,NA,2020-04-03,18364,11.6666666666667,4.13266893049664
"185",2020-04-13,"Montgomery","Alabama",149,5,"Montgomery   Alabama",2326,62,90,2020-03-13,NA,2020-04-03,18365,19.4630872483221,0.459067947842261
"186",2020-04-14,"Montgomery","Alabama",161,5,"Montgomery   Alabama",2326,62,90,2020-03-13,NA,2020-04-03,18366,7.45341614906832,-2.51792435906498
"187",2020-04-15,"Montgomery","Alabama",189,5,"Montgomery   Alabama",2326,62,90,2020-03-13,NA,2020-04-03,18367,14.8148148148148,-5.40225763146225
"188",2020-04-16,"Montgomery","Alabama",201,5,"Montgomery   Alabama",2326,62,90,2020-03-13,NA,2020-04-03,18368,5.97014925373134,-4.83336516909356
"189",2020-04-17,"Montgomery","Alabama",207,5,"Montgomery   Alabama",2326,62,90,2020-03-13,NA,2020-04-03,18369,2.89855072463768,-1.63842599668019
"190",2020-04-18,"Montgomery","Alabama",217,3,"Montgomery   Alabama",2326,62,90,2020-03-13,NA,2020-04-03,18370,4.60829493087558,0.187989868930794
"191",2020-04-19,"Montgomery","Alabama",226,3,"Montgomery   Alabama",2326,62,90,2020-03-13,NA,2020-04-03,18371,3.98230088495575,0.839058135869631
"192",2020-04-20,"Montgomery","Alabama",231,3,"Montgomery   Alabama",2326,62,90,2020-03-13,NA,2020-04-03,18372,2.16450216450216,0.913733090114385
"193",2020-04-21,"Montgomery","Alabama",245,3,"Montgomery   Alabama",2326,62,90,2020-03-13,NA,2020-04-03,18373,5.71428571428571,0.751625353114815
"194",2020-04-22,"Montgomery","Alabama",253,3,"Montgomery   Alabama",2326,62,90,2020-03-13,NA,2020-04-03,18374,3.16205533596838,0.0933912603426119
"195",2020-04-23,"Montgomery","Alabama",263,3,"Montgomery   Alabama",2326,62,90,2020-03-13,NA,2020-04-03,18375,3.80228136882129,-0.159219533528077
"196",2020-04-24,"Montgomery","Alabama",274,4,"Montgomery   Alabama",2326,62,90,2020-03-13,NA,2020-04-03,18376,4.01459854014599,-1.7406363823804
"197",2020-04-25,"Montgomery","Alabama",284,4,"Montgomery   Alabama",2326,62,90,2020-03-13,NA,2020-04-03,18377,3.52112676056338,-3.13265823522877
"198",2020-04-26,"Montgomery","Alabama",289,4,"Montgomery   Alabama",2326,62,90,2020-03-13,NA,2020-04-03,18378,1.73010380622837,-0.180905032530317
"199",2020-04-27,"Montgomery","Alabama",292,5,"Montgomery   Alabama",2326,62,90,2020-03-13,NA,2020-04-03,18379,1.02739726027397,4.03956443821205
"200",2020-04-28,"Montgomery","Alabama",302,5,"Montgomery   Alabama",2326,62,90,2020-03-13,NA,2020-04-03,18380,3.3112582781457,5.49007047618638
"201",2020-04-29,"Montgomery","Alabama",318,6,"Montgomery   Alabama",2326,62,90,2020-03-13,NA,2020-04-03,18381,5.0314465408805,3.20699216808356
"202",2020-04-30,"Montgomery","Alabama",337,6,"Montgomery   Alabama",2326,62,90,2020-03-13,NA,2020-04-03,18382,5.6379821958457,2.44527615449428
"203",2020-05-01,"Montgomery","Alabama",355,6,"Montgomery   Alabama",2326,62,90,2020-03-13,NA,2020-04-03,18383,5.07042253521127,4.36151101614213
"204",2020-05-02,"Montgomery","Alabama",379,6,"Montgomery   Alabama",2326,62,90,2020-03-13,NA,2020-04-03,18384,6.33245382585752,3.31125090264181
"205",2020-05-03,"Montgomery","Alabama",409,7,"Montgomery   Alabama",2326,62,90,2020-03-13,NA,2020-04-03,18385,7.33496332518337,-2.25159197652488
"206",2020-05-04,"Montgomery","Alabama",438,8,"Montgomery   Alabama",2326,62,90,2020-03-13,NA,2020-04-03,18386,6.62100456621005,-3.25149022235596
"207",2020-05-05,"Montgomery","Alabama",456,8,"Montgomery   Alabama",2326,62,90,2020-03-13,NA,2020-04-03,18387,3.94736842105263,1.3831517203827
"208",2020-05-06,"Montgomery","Alabama",477,12,"Montgomery   Alabama",2326,62,90,2020-03-13,NA,2020-04-03,18388,4.40251572327044,3.64840200792316
"209",2020-05-07,"Montgomery","Alabama",515,13,"Montgomery   Alabama",2326,62,90,2020-03-13,NA,2020-04-03,18389,7.37864077669903,2.80328082362436
"210",2020-05-08,"Montgomery","Alabama",533,15,"Montgomery   Alabama",2326,62,90,2020-03-13,NA,2020-04-03,18390,3.37711069418387,2.74689608096434
"211",2020-05-09,"Montgomery","Alabama",576,15,"Montgomery   Alabama",2326,62,90,2020-03-13,NA,2020-04-03,18391,7.46527777777778,3.19319584836768
"212",2020-05-10,"Montgomery","Alabama",608,15,"Montgomery   Alabama",2326,62,90,2020-03-13,NA,2020-04-03,18392,5.26315789473684,-0.783959535860123
"213",2020-05-11,"Montgomery","Alabama",642,15,"Montgomery   Alabama",2326,62,90,2020-03-13,NA,2020-04-03,18393,5.29595015576324,-1.87423905835808
"214",2020-05-12,"Montgomery","Alabama",684,18,"Montgomery   Alabama",2326,62,90,2020-03-13,NA,2020-04-03,18394,6.14035087719298,1.39916552831312
"215",2020-05-13,"Montgomery","Alabama",705,19,"Montgomery   Alabama",2326,62,90,2020-03-13,NA,2020-04-03,18395,2.97872340425532,3.20273145823178
"216",2020-05-14,"Montgomery","Alabama",753,20,"Montgomery   Alabama",2326,62,90,2020-03-13,NA,2020-04-03,18396,6.37450199203187,-3.92857526616446
"217",2020-05-15,"Montgomery","Alabama",787,20,"Montgomery   Alabama",2326,62,90,2020-03-13,NA,2020-04-03,18397,4.32020330368488,-10.8994098879374
"218",2020-05-16,"Montgomery","Alabama",816,20,"Montgomery   Alabama",2326,62,90,2020-03-13,NA,2020-04-03,18398,3.55392156862745,-4.06556573545152
"219",2020-05-17,"Montgomery","Alabama",823,20,"Montgomery   Alabama",2326,62,90,2020-03-13,NA,2020-04-03,18399,0.850546780072904,13.6567851084283
"220",2020-05-18,"Montgomery","Alabama",863,20,"Montgomery   Alabama",2326,62,90,2020-03-13,NA,2020-04-03,18400,4.63499420625724,22.3082381215055
"221",2020-05-19,"Montgomery","Alabama",907,24,"Montgomery   Alabama",2326,62,90,2020-03-13,NA,2020-04-03,18401,4.85115766262404,12.7052966884684
"222",2020-05-20,"Montgomery","Alabama",994,27,"Montgomery   Alabama",2326,62,90,2020-03-13,NA,2020-04-03,18402,8.75251509054326,-4.37613128379862
"223",2020-05-21,"Montgomery","Alabama",1052,28,"Montgomery   Alabama",2326,62,90,2020-03-13,NA,2020-04-03,18403,5.51330798479087,-15.1090454200061
"224",2020-05-22,"Montgomery","Alabama",1096,29,"Montgomery   Alabama",2326,62,90,2020-03-13,NA,2020-04-03,18404,4.01459854014599,-5.02349655131671
"225",2020-05-23,"Montgomery","Alabama",1147,30,"Montgomery   Alabama",2326,62,90,2020-03-13,NA,2020-04-03,18405,4.4463818657367,12.5786427596713
"226",2020-05-24,"Montgomery","Alabama",1186,30,"Montgomery   Alabama",2326,62,90,2020-03-13,NA,2020-04-03,18406,3.28836424957841,23.7525511568116
"227",2020-05-25,"Montgomery","Alabama",1274,33,"Montgomery   Alabama",2326,62,90,2020-03-13,NA,2020-04-03,18407,6.90737833594976,13.9914327114932
"228",2020-05-26,"Montgomery","Alabama",1384,34,"Montgomery   Alabama",2326,62,90,2020-03-13,NA,2020-04-03,18408,7.94797687861272,-6.54452187113415
"229",2020-05-27,"Montgomery","Alabama",1446,34,"Montgomery   Alabama",2326,62,90,2020-03-13,NA,2020-04-03,18409,4.28769017980636,-15.2355547963226
"230",2020-05-28,"Montgomery","Alabama",1541,34,"Montgomery   Alabama",2326,62,90,2020-03-13,NA,2020-04-03,18410,6.16482803374432,-14.128894903085
"231",2020-05-29,"Montgomery","Alabama",1590,38,"Montgomery   Alabama",2326,62,90,2020-03-13,NA,2020-04-03,18411,3.08176100628931,-1.32296475965407
"232",2020-05-30,"Montgomery","Alabama",1632,38,"Montgomery   Alabama",2326,62,90,2020-03-13,NA,2020-04-03,18412,2.57352941176471,8.2500027361824
"233",2020-05-31,"Montgomery","Alabama",1710,40,"Montgomery   Alabama",2326,62,90,2020-03-13,NA,2020-04-03,18413,4.56140350877193,-2.24380274513083
"234",2020-06-01,"Montgomery","Alabama",1778,44,"Montgomery   Alabama",2326,62,90,2020-03-13,NA,2020-04-03,18414,3.82452193475816,-16.8223193860817
"235",2020-06-02,"Montgomery","Alabama",1824,44,"Montgomery   Alabama",2326,62,90,2020-03-13,NA,2020-04-03,18415,2.5219298245614,-15.8648298356779
"236",2020-06-03,"Montgomery","Alabama",1845,44,"Montgomery   Alabama",2326,62,90,2020-03-13,NA,2020-04-03,18416,1.13821138211382,4.26732143956068
"237",2020-06-04,"Montgomery","Alabama",1881,44,"Montgomery   Alabama",2326,62,90,2020-03-13,NA,2020-04-03,18417,1.91387559808612,21.109306392749
"238",2020-06-05,"Montgomery","Alabama",1929,45,"Montgomery   Alabama",2326,62,90,2020-03-13,NA,2020-04-03,18418,2.48833592534992,15.9967876322004
"239",2020-06-06,"Montgomery","Alabama",2023,48,"Montgomery   Alabama",2326,62,90,2020-03-13,NA,2020-04-03,18419,4.6465645081562,5.46816212972307
"240",2020-06-07,"Montgomery","Alabama",2084,49,"Montgomery   Alabama",2326,62,90,2020-03-13,NA,2020-04-03,18420,2.92706333973129,2.26133620192614
"241",2020-06-08,"Montgomery","Alabama",2158,55,"Montgomery   Alabama",2326,62,90,2020-03-13,NA,2020-04-03,18421,3.42910101946247,3.1203770615039
"242",2020-06-09,"Montgomery","Alabama",2256,57,"Montgomery   Alabama",2326,62,90,2020-03-13,NA,2020-04-03,18422,4.34397163120567,0.124330013563187
"243",2020-06-10,"Montgomery","Alabama",2326,62,"Montgomery   Alabama",2326,62,90,2020-03-13,NA,2020-04-03,18423,3.00945829750645,-11.3918268494834
"244",2020-03-25,"Tuscaloosa","Alabama",15,0,"Tuscaloosa   Alabama",1022,23,90,2020-03-13,NA,2020-04-03,18346,NA,-0.782493427378978
"245",2020-03-26,"Tuscaloosa","Alabama",20,0,"Tuscaloosa   Alabama",1022,23,90,2020-03-13,NA,2020-04-03,18347,25,-1.49335356686052
"246",2020-03-27,"Tuscaloosa","Alabama",22,0,"Tuscaloosa   Alabama",1022,23,90,2020-03-13,NA,2020-04-03,18348,9.09090909090909,-1.19212825793303
"247",2020-03-28,"Tuscaloosa","Alabama",23,0,"Tuscaloosa   Alabama",1022,23,90,2020-03-13,NA,2020-04-03,18349,4.34782608695652,0.505300194902326
"248",2020-03-29,"Tuscaloosa","Alabama",23,0,"Tuscaloosa   Alabama",1022,23,90,2020-03-13,NA,2020-04-03,18350,0,0.449166669343039
"249",2020-03-30,"Tuscaloosa","Alabama",28,0,"Tuscaloosa   Alabama",1022,23,90,2020-03-13,NA,2020-04-03,18351,17.8571428571429,0.155340044961092
"250",2020-03-31,"Tuscaloosa","Alabama",29,0,"Tuscaloosa   Alabama",1022,23,90,2020-03-13,NA,2020-04-03,18352,3.44827586206897,0.519944665812889
"251",2020-04-01,"Tuscaloosa","Alabama",30,0,"Tuscaloosa   Alabama",1022,23,90,2020-03-13,NA,2020-04-03,18353,3.33333333333333,0.923235996382854
"252",2020-04-02,"Tuscaloosa","Alabama",37,0,"Tuscaloosa   Alabama",1022,23,90,2020-03-13,NA,2020-04-03,18354,18.9189189189189,1.08009749262551
"253",2020-04-03,"Tuscaloosa","Alabama",41,0,"Tuscaloosa   Alabama",1022,23,90,2020-03-13,NA,2020-04-03,18355,9.75609756097561,2.93070102369779
"254",2020-04-04,"Tuscaloosa","Alabama",44,0,"Tuscaloosa   Alabama",1022,23,90,2020-03-13,NA,2020-04-03,18356,6.81818181818182,4.17920188939332
"255",2020-04-05,"Tuscaloosa","Alabama",60,0,"Tuscaloosa   Alabama",1022,23,90,2020-03-13,NA,2020-04-03,18357,26.6666666666667,0.304466976303343
"256",2020-04-06,"Tuscaloosa","Alabama",74,0,"Tuscaloosa   Alabama",1022,23,90,2020-03-13,NA,2020-04-03,18358,18.9189189189189,-3.83421068067831
"257",2020-04-07,"Tuscaloosa","Alabama",79,0,"Tuscaloosa   Alabama",1022,23,90,2020-03-13,NA,2020-04-03,18359,6.32911392405063,-4.24876940540085
"258",2020-04-08,"Tuscaloosa","Alabama",85,0,"Tuscaloosa   Alabama",1022,23,90,2020-03-13,NA,2020-04-03,18360,7.05882352941176,-1.81044055660735
"259",2020-04-09,"Tuscaloosa","Alabama",86,0,"Tuscaloosa   Alabama",1022,23,90,2020-03-13,NA,2020-04-03,18361,1.16279069767442,3.66445895733791
"260",2020-04-10,"Tuscaloosa","Alabama",91,0,"Tuscaloosa   Alabama",1022,23,90,2020-03-13,NA,2020-04-03,18362,5.49450549450549,4.75433955762462
"261",2020-04-11,"Tuscaloosa","Alabama",100,0,"Tuscaloosa   Alabama",1022,23,90,2020-03-13,NA,2020-04-03,18363,9,0.12705715838466
"262",2020-04-12,"Tuscaloosa","Alabama",119,0,"Tuscaloosa   Alabama",1022,23,90,2020-03-13,NA,2020-04-03,18364,15.9663865546218,-3.94425965580405
"263",2020-04-13,"Tuscaloosa","Alabama",120,0,"Tuscaloosa   Alabama",1022,23,90,2020-03-13,NA,2020-04-03,18365,0.833333333333333,-3.09948149745058
"264",2020-04-14,"Tuscaloosa","Alabama",122,0,"Tuscaloosa   Alabama",1022,23,90,2020-03-13,NA,2020-04-03,18366,1.63934426229508,1.19803671903286
"265",2020-04-15,"Tuscaloosa","Alabama",131,0,"Tuscaloosa   Alabama",1022,23,90,2020-03-13,NA,2020-04-03,18367,6.87022900763359,3.12481069174314
"266",2020-04-16,"Tuscaloosa","Alabama",132,0,"Tuscaloosa   Alabama",1022,23,90,2020-03-13,NA,2020-04-03,18368,0.757575757575758,-1.58471285168697
"267",2020-04-17,"Tuscaloosa","Alabama",153,0,"Tuscaloosa   Alabama",1022,23,90,2020-03-13,NA,2020-04-03,18369,13.7254901960784,-4.76458501718775
"268",2020-04-18,"Tuscaloosa","Alabama",141,0,"Tuscaloosa   Alabama",1022,23,90,2020-03-13,NA,2020-04-03,18370,-8.51063829787234,-0.861530222552641
"269",2020-04-19,"Tuscaloosa","Alabama",145,1,"Tuscaloosa   Alabama",1022,23,90,2020-03-13,NA,2020-04-03,18371,2.75862068965517,3.24622494798801
"270",2020-04-20,"Tuscaloosa","Alabama",153,1,"Tuscaloosa   Alabama",1022,23,90,2020-03-13,NA,2020-04-03,18372,5.22875816993464,3.0642352740706
"271",2020-04-21,"Tuscaloosa","Alabama",157,1,"Tuscaloosa   Alabama",1022,23,90,2020-03-13,NA,2020-04-03,18373,2.54777070063694,0.15241855646944
"272",2020-04-22,"Tuscaloosa","Alabama",165,1,"Tuscaloosa   Alabama",1022,23,90,2020-03-13,NA,2020-04-03,18374,4.84848484848485,0.56513781632241
"273",2020-04-23,"Tuscaloosa","Alabama",173,0,"Tuscaloosa   Alabama",1022,23,90,2020-03-13,NA,2020-04-03,18375,4.6242774566474,-0.30610947985719
"274",2020-04-24,"Tuscaloosa","Alabama",182,0,"Tuscaloosa   Alabama",1022,23,90,2020-03-13,NA,2020-04-03,18376,4.94505494505495,-1.81907570551587
"275",2020-04-25,"Tuscaloosa","Alabama",185,0,"Tuscaloosa   Alabama",1022,23,90,2020-03-13,NA,2020-04-03,18377,1.62162162162162,-1.10676976443892
"276",2020-04-26,"Tuscaloosa","Alabama",192,0,"Tuscaloosa   Alabama",1022,23,90,2020-03-13,NA,2020-04-03,18378,3.64583333333333,-0.552950720451821
"277",2020-04-27,"Tuscaloosa","Alabama",195,0,"Tuscaloosa   Alabama",1022,23,90,2020-03-13,NA,2020-04-03,18379,1.53846153846154,-0.184262084502079
"278",2020-04-28,"Tuscaloosa","Alabama",199,0,"Tuscaloosa   Alabama",1022,23,90,2020-03-13,NA,2020-04-03,18380,2.01005025125628,0.00477268415815224
"279",2020-04-29,"Tuscaloosa","Alabama",203,1,"Tuscaloosa   Alabama",1022,23,90,2020-03-13,NA,2020-04-03,18381,1.97044334975369,0.0462736372242082
"280",2020-04-30,"Tuscaloosa","Alabama",208,1,"Tuscaloosa   Alabama",1022,23,90,2020-03-13,NA,2020-04-03,18382,2.40384615384615,-0.806354817610316
"281",2020-05-01,"Tuscaloosa","Alabama",210,2,"Tuscaloosa   Alabama",1022,23,90,2020-03-13,NA,2020-04-03,18383,0.952380952380952,0.971197925004039
"282",2020-05-02,"Tuscaloosa","Alabama",216,2,"Tuscaloosa   Alabama",1022,23,90,2020-03-13,NA,2020-04-03,18384,2.77777777777778,3.92437933167521
"283",2020-05-03,"Tuscaloosa","Alabama",218,2,"Tuscaloosa   Alabama",1022,23,90,2020-03-13,NA,2020-04-03,18385,0.917431192660551,2.3277306713553
"284",2020-05-04,"Tuscaloosa","Alabama",237,2,"Tuscaloosa   Alabama",1022,23,90,2020-03-13,NA,2020-04-03,18386,8.0168776371308,-0.899675445269584
"285",2020-05-05,"Tuscaloosa","Alabama",243,3,"Tuscaloosa   Alabama",1022,23,90,2020-03-13,NA,2020-04-03,18387,2.46913580246914,-1.72840484306323
"286",2020-05-06,"Tuscaloosa","Alabama",248,4,"Tuscaloosa   Alabama",1022,23,90,2020-03-13,NA,2020-04-03,18388,2.01612903225806,0.951904042424435
"287",2020-05-07,"Tuscaloosa","Alabama",259,4,"Tuscaloosa   Alabama",1022,23,90,2020-03-13,NA,2020-04-03,18389,4.24710424710425,0.0495912701907672
"288",2020-05-08,"Tuscaloosa","Alabama",269,4,"Tuscaloosa   Alabama",1022,23,90,2020-03-13,NA,2020-04-03,18390,3.71747211895911,-2.71682829629434
"289",2020-05-09,"Tuscaloosa","Alabama",274,4,"Tuscaloosa   Alabama",1022,23,90,2020-03-13,NA,2020-04-03,18391,1.82481751824817,-1.52924054312774
"290",2020-05-10,"Tuscaloosa","Alabama",278,4,"Tuscaloosa   Alabama",1022,23,90,2020-03-13,NA,2020-04-03,18392,1.43884892086331,0.620293839121161
"291",2020-05-11,"Tuscaloosa","Alabama",284,4,"Tuscaloosa   Alabama",1022,23,90,2020-03-13,NA,2020-04-03,18393,2.11267605633803,2.81175893181732
"292",2020-05-12,"Tuscaloosa","Alabama",291,7,"Tuscaloosa   Alabama",1022,23,90,2020-03-13,NA,2020-04-03,18394,2.40549828178694,3.77755379024294
"293",2020-05-13,"Tuscaloosa","Alabama",302,8,"Tuscaloosa   Alabama",1022,23,90,2020-03-13,NA,2020-04-03,18395,3.64238410596026,3.17009338831526
"294",2020-05-14,"Tuscaloosa","Alabama",319,8,"Tuscaloosa   Alabama",1022,23,90,2020-03-13,NA,2020-04-03,18396,5.32915360501567,-1.46392917927428
"295",2020-05-15,"Tuscaloosa","Alabama",332,8,"Tuscaloosa   Alabama",1022,23,90,2020-03-13,NA,2020-04-03,18397,3.91566265060241,-4.41607593636841
"296",2020-05-16,"Tuscaloosa","Alabama",345,8,"Tuscaloosa   Alabama",1022,23,90,2020-03-13,NA,2020-04-03,18398,3.76811594202899,-0.319394848193619
"297",2020-05-17,"Tuscaloosa","Alabama",345,8,"Tuscaloosa   Alabama",1022,23,90,2020-03-13,NA,2020-04-03,18399,0,8.03132123855777
"298",2020-05-18,"Tuscaloosa","Alabama",368,8,"Tuscaloosa   Alabama",1022,23,90,2020-03-13,NA,2020-04-03,18400,6.25,10.8510437412874
"299",2020-05-19,"Tuscaloosa","Alabama",387,8,"Tuscaloosa   Alabama",1022,23,90,2020-03-13,NA,2020-04-03,18401,4.90956072351421,4.01262293661218
"300",2020-05-20,"Tuscaloosa","Alabama",431,8,"Tuscaloosa   Alabama",1022,23,90,2020-03-13,NA,2020-04-03,18402,10.2088167053364,-6.82606231625246
"301",2020-05-21,"Tuscaloosa","Alabama",454,9,"Tuscaloosa   Alabama",1022,23,90,2020-03-13,NA,2020-04-03,18403,5.06607929515418,-10.1412061238939
"302",2020-05-22,"Tuscaloosa","Alabama",464,9,"Tuscaloosa   Alabama",1022,23,90,2020-03-13,NA,2020-04-03,18404,2.1551724137931,1.77619477456413
"303",2020-05-23,"Tuscaloosa","Alabama",480,11,"Tuscaloosa   Alabama",1022,23,90,2020-03-13,NA,2020-04-03,18405,3.33333333333333,13.5524711827291
"304",2020-05-24,"Tuscaloosa","Alabama",505,12,"Tuscaloosa   Alabama",1022,23,90,2020-03-13,NA,2020-04-03,18406,4.95049504950495,13.6287565367452
"305",2020-05-25,"Tuscaloosa","Alabama",558,12,"Tuscaloosa   Alabama",1022,23,90,2020-03-13,NA,2020-04-03,18407,9.49820788530466,1.48199635271171
"306",2020-05-26,"Tuscaloosa","Alabama",607,12,"Tuscaloosa   Alabama",1022,23,90,2020-03-13,NA,2020-04-03,18408,8.07248764415156,-5.31401980479498
"307",2020-05-27,"Tuscaloosa","Alabama",632,12,"Tuscaloosa   Alabama",1022,23,90,2020-03-13,NA,2020-04-03,18409,3.95569620253165,-1.95578133975121
"308",2020-05-28,"Tuscaloosa","Alabama",678,13,"Tuscaloosa   Alabama",1022,23,90,2020-03-13,NA,2020-04-03,18410,6.78466076696165,-1.73662170461039
"309",2020-05-29,"Tuscaloosa","Alabama",720,14,"Tuscaloosa   Alabama",1022,23,90,2020-03-13,NA,2020-04-03,18411,5.83333333333333,-1.73782555033247
